marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
Samsung,773.0,A,Single Door,Ice Dispenser,Gray,Glass,5.0,Germany,866.0,440.0
GE,599.0,A,Double Door,Smart Connectivity,White,Plastic,1.0,USA,1171.0,447.0
Panasonic,680.0,A,Single Door,Ice Dispenser,Silver,Glass,9.0,China,960.0,463.0
GE,604.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,China,1583.0,471.0
Siemens,711.0,A++,Double Door,Smart Connectivity,Silver,Glass,5.0,India,395.0,469.0
Siemens,185.0,B,Single Door,Smart Connectivity,Black,Plastic,5.0,Germany,907.0,450.5
Whirlpool,477.0,B,Double Door,Smart Connectivity,Gray,Plastic,5.0,India,1371.0,461.0
Panasonic,419.0,A,Side-by-Side,Water Dispenser,Black,Plastic,8.0,USA,469.0,463.0
Panasonic,343.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,5.0,USA,562.0,466.0
Samsung,157.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,6.0,China,237.0,458.0
Electrolux,522.0,A+,Side-by-Side,Water Dispenser,White,Plastic,6.0,India,477.0,461.0
Panasonic,604.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,4.0,Germany,327.0,430.0
GE,630.0,A,Side-by-Side,Ice Dispenser,Black,Plastic,1.0,USA,1427.0,447.0
GE,252.0,B,Single Door,Smart Connectivity,White,Plastic,5.0,India,712.0,471.0
Haier,628.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,2.0,Germany,511.0,444.0
Frigidaire,404.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,5.0,India,1932.0,446.5
Frigidaire,524.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,India,908.0,429.5
GE,408.0,A++,Double Door,Smart Connectivity,Gray,Glass,6.0,China,554.0,446.0
Haier,111.0,B,Double Door,Ice Dispenser,Silver,Glass,3.0,China,375.0,440.0
Frigidaire,182.0,B,Single Door,Smart Connectivity,Black,Glass,1.0,USA,723.0,429.5
Electrolux,395.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,Germany,947.0,431.5
GE,689.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,6.0,India,1855.0,447.0
Siemens,515.0,A+,Single Door,Smart Connectivity,White,Plastic,5.0,China,1342.0,455.0
Electrolux,197.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,8.0,China,426.0,431.0
Whirlpool,462.0,A,Double Door,Ice Dispenser,White,Glass,6.0,USA,508.0,457.5
Bosch,561.0,A++,Double Door,Water Dispenser,Silver,Plastic,7.0,USA,1535.0,441.5
Panasonic,608.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,4.0,China,1322.0,466.0
Electrolux,146.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,China,479.0,458.0
Frigidaire,368.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,8.0,Germany,1786.0,440.5
Samsung,776.0,A,Double Door,Smart Connectivity,Gray,Stainless Steel,9.0,India,323.0,440.0
Electrolux,124.0,A,Double Door,Smart Connectivity,White,Plastic,1.0,China,586.0,458.0
Panasonic,486.0,A,Double Door,Smart Connectivity,Silver,Plastic,7.0,China,929.0,463.0
Bosch,429.0,B,Single Door,Water Dispenser,Silver,Plastic,2.0,China,1858.0,434.5
Bosch,737.0,B,Single Door,Smart Connectivity,White,Plastic,2.0,China,448.0,434.5
Whirlpool,323.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,6.0,China,1138.0,416.5
Electrolux,661.0,A+,Double Door,Ice Dispenser,Black,Glass,7.0,India,502.0,461.0
Panasonic,280.0,B,Double Door,Ice Dispenser,Black,Glass,8.0,Germany,949.0,466.0
Samsung,701.0,A+,Double Door,Smart Connectivity,Silver,Plastic,1.0,India,1735.0,458.0
Bosch,150.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,5.0,USA,303.0,446.5
Haier,626.0,A++,Single Door,Ice Dispenser,White,Glass,1.0,India,695.0,434.5
Samsung,341.0,A,Double Door,Smart Connectivity,Gray,Plastic,7.0,Germany,1265.0,440.0
Frigidaire,637.0,A,Side-by-Side,Water Dispenser,White,Stainless Steel,5.0,USA,1861.0,440.5
Panasonic,216.0,A,Single Door,Water Dispenser,Black,Plastic,2.0,USA,1341.0,463.0
GE,607.0,A++,Single Door,Smart Connectivity,Black,Glass,9.0,India,401.0,446.0
LG,451.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,8.0,China,589.0,453.0
Bosch,159.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,India,1333.0,434.5
GE,217.0,B,Single Door,Smart Connectivity,Black,Glass,4.0,USA,1469.0,471.0
Haier,670.0,A++,Single Door,Ice Dispenser,Silver,Glass,6.0,USA,1244.0,434.5
Electrolux,451.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,2.0,USA,875.0,431.0
Siemens,431.0,A++,Double Door,Smart Connectivity,Silver,Plastic,5.0,India,1206.0,469.0
LG,394.0,B,Single Door,Smart Connectivity,Gray,Plastic,5.0,USA,1468.0,431.0
LG,791.0,B,Double Door,Water Dispenser,White,Glass,7.0,China,1743.0,431.0
Whirlpool,228.0,A+,Single Door,Ice Dispenser,Silver,Plastic,7.0,USA,1497.0,479.0
LG,611.0,A++,Single Door,Smart Connectivity,White,Glass,7.0,China,1268.0,465.0
LG,778.0,B,Side-by-Side,Water Dispenser,White,Plastic,6.0,China,323.0,431.0
Electrolux,696.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,3.0,USA,659.0,458.0
Samsung,456.0,A,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,7.0,China,1643.0,440.0
Whirlpool,418.0,B,Single Door,Smart Connectivity,Gray,Plastic,3.0,China,1169.0,461.0
Haier,643.0,A++,Single Door,Smart Connectivity,Silver,Glass,2.0,Germany,1477.0,434.5
Samsung,792.0,B,Single Door,Smart Connectivity,White,Plastic,1.0,India,478.0,447.0
LG,362.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,4.0,USA,1368.0,458.0
Panasonic,105.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,9.0,China,940.0,463.0
Panasonic,466.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,4.0,India,1803.0,469.0
Haier,724.0,A,Double Door,Ice Dispenser,Black,Plastic,5.0,Germany,1141.0,469.0
Frigidaire,592.0,A,Side-by-Side,Water Dispenser,Silver,Stainless Steel,3.0,Germany,1744.0,440.5
Siemens,556.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,4.0,China,1111.0,455.0
LG,152.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,2.0,China,742.0,453.0
Frigidaire,413.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,8.0,India,1486.0,440.5
GE,614.0,B,Single Door,Smart Connectivity,White,Glass,8.0,China,1811.0,471.0
Whirlpool,417.0,A++,Double Door,Ice Dispenser,Black,Plastic,5.0,Germany,587.0,416.5
Samsung,505.0,A++,Double Door,Water Dispenser,White,Plastic,9.0,India,1596.0,452.0
Haier,644.0,A,Single Door,Smart Connectivity,Black,Plastic,3.0,USA,761.0,469.0
GE,201.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,4.0,China,1986.0,446.0
Samsung,326.0,A++,Single Door,Water Dispenser,Silver,Plastic,5.0,Germany,1308.0,452.0
Panasonic,534.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,India,1717.0,466.0
Frigidaire,476.0,A+,Double Door,Smart Connectivity,Gray,Plastic,3.0,China,894.0,446.5
Frigidaire,446.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,4.0,India,1280.0,429.5
Siemens,488.0,A,Side-by-Side,Water Dispenser,White,Glass,2.0,India,250.0,476.0
LG,730.0,A+,Single Door,Smart Connectivity,White,Glass,2.0,India,655.0,453.0
Haier,326.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,5.0,Germany,1612.0,440.0
Electrolux,441.0,A++,Double Door,Smart Connectivity,Silver,Plastic,4.0,China,1766.0,431.0
Haier,446.0,A,Single Door,Ice Dispenser,White,Plastic,5.0,Germany,1534.0,469.0
Frigidaire,736.0,A++,Double Door,Smart Connectivity,White,Glass,4.0,India,1019.0,436.0
Bosch,770.0,A++,Single Door,Smart Connectivity,Gray,Plastic,7.0,China,1808.0,441.5
Siemens,748.0,A++,Side-by-Side,Water Dispenser,White,Plastic,5.0,China,697.0,469.0
Panasonic,499.0,A+,Side-by-Side,Water Dispenser,Gray,Plastic,1.0,India,1896.0,430.0
LG,451.0,A+,Side-by-Side,Water Dispenser,Gray,Glass,8.0,China,1927.0,453.0
Whirlpool,664.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,8.0,USA,758.0,479.0
Frigidaire,353.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,636.0,429.5
Bosch,462.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,8.0,Germany,639.0,424.0
GE,457.0,B,Single Door,Smart Connectivity,Silver,Plastic,7.0,USA,455.0,471.0
Haier,241.0,A++,Double Door,Smart Connectivity,Black,Glass,9.0,China,1099.0,434.5
Electrolux,308.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,3.0,USA,1475.0,431.5
GE,186.0,A++,Side-by-Side,Ice Dispenser,White,Plastic,5.0,India,784.0,446.0
Siemens,219.0,A,Double Door,Smart Connectivity,Gray,Glass,7.0,China,1213.0,476.0
Siemens,564.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,5.0,India,240.0,469.0
GE,447.0,A,Single Door,Ice Dispenser,Black,Glass,2.0,Germany,1136.0,447.0
Siemens,758.0,B,Single Door,Smart Connectivity,Black,Plastic,4.0,USA,1220.0,450.5
Electrolux,435.0,A+,Single Door,Ice Dispenser,White,Plastic,1.0,Germany,211.0,461.0
GE,616.0,B,Double Door,Ice Dispenser,White,Stainless Steel,1.0,China,1154.0,471.0
Bosch,790.0,B,Side-by-Side,Smart Connectivity,Black,Glass,7.0,India,853.0,434.5
Siemens,428.0,A++,Single Door,Ice Dispenser,Gray,Glass,7.0,USA,1090.0,469.0
Frigidaire,309.0,A+,Side-by-Side,Smart Connectivity,White,Glass,7.0,China,849.0,446.5
Bosch,753.0,B,Single Door,Water Dispenser,Black,Stainless Steel,2.0,USA,1325.0,434.5
Haier,451.0,B,Single Door,Water Dispenser,Black,Glass,2.0,India,1089.0,440.0
Frigidaire,727.0,A++,Single Door,Water Dispenser,Silver,Plastic,4.0,Germany,1254.0,436.0
Electrolux,451.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,China,866.0,431.0
Electrolux,538.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,1.0,USA,1099.0,458.0
LG,769.0,B,Double Door,Water Dispenser,Black,Glass,7.0,India,1479.0,431.0
Samsung,787.0,A,Double Door,Ice Dispenser,Black,Plastic,1.0,USA,1894.0,440.0
Electrolux,397.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,3.0,China,1072.0,431.0
Bosch,190.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,5.0,USA,336.0,441.5
Bosch,117.0,A,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,1690.0,424.0
Samsung,133.0,A+,Single Door,Smart Connectivity,Silver,Plastic,7.0,China,344.0,458.0
Siemens,378.0,A+,Double Door,Smart Connectivity,White,Glass,5.0,India,303.0,455.0
Panasonic,614.0,A++,Single Door,Smart Connectivity,White,Plastic,1.0,Germany,1895.0,469.0
Bosch,365.0,A+,Single Door,Smart Connectivity,Black,Glass,7.0,USA,690.0,446.5
Whirlpool,554.0,A,Single Door,Ice Dispenser,White,Plastic,5.0,India,877.0,457.5
Whirlpool,315.0,B,Double Door,Smart Connectivity,Gray,Stainless Steel,5.0,Germany,1885.0,461.0
Samsung,637.0,A+,Double Door,Water Dispenser,Gray,Plastic,6.0,USA,1039.0,458.0
LG,351.0,A+,Single Door,Smart Connectivity,Black,Glass,8.0,China,504.0,453.0
Samsung,345.0,A+,Double Door,Water Dispenser,Silver,Glass,3.0,India,1826.0,458.0
Panasonic,643.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,3.0,USA,537.0,469.0
Haier,438.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,3.0,China,585.0,444.0
Samsung,180.0,A++,Double Door,Water Dispenser,Black,Plastic,3.0,China,1351.0,452.0
Samsung,449.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,7.0,Germany,1023.0,440.0
Bosch,607.0,B,Single Door,Smart Connectivity,Silver,Plastic,2.0,China,1733.0,434.5
Samsung,451.0,A+,Single Door,Smart Connectivity,White,Glass,8.0,India,787.0,458.0
Samsung,163.0,A,Double Door,Water Dispenser,White,Stainless Steel,5.0,China,802.0,440.0
Whirlpool,576.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,China,1424.0,479.0
Whirlpool,592.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,Germany,1782.0,457.5
Whirlpool,558.0,A+,Side-by-Side,Ice Dispenser,Gray,Plastic,6.0,Germany,1900.0,479.0
LG,255.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,1895.0,453.0
Haier,504.0,B,Double Door,Smart Connectivity,White,Glass,4.0,Germany,1744.0,440.0
Siemens,433.0,A+,Double Door,Smart Connectivity,Black,Plastic,8.0,China,843.0,455.0
Haier,636.0,A+,Single Door,Smart Connectivity,Silver,Glass,1.0,India,600.0,444.0
Haier,237.0,A+,Double Door,Ice Dispenser,White,Plastic,7.0,China,843.0,444.0
GE,451.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,3.0,USA,1639.0,446.0
Frigidaire,142.0,A,Side-by-Side,Water Dispenser,Gray,Glass,6.0,Germany,1278.0,440.5
Bosch,413.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,1464.0,446.5
Bosch,606.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,China,731.0,446.5
Panasonic,195.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,6.0,USA,414.0,430.0
Siemens,306.0,A++,Double Door,Smart Connectivity,Silver,Plastic,9.0,USA,1285.0,469.0
Whirlpool,185.0,A++,Double Door,Smart Connectivity,White,Plastic,2.0,Germany,632.0,416.5
Samsung,787.0,B,Single Door,Smart Connectivity,Gray,Plastic,6.0,India,1184.0,447.0
LG,392.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1411.0,465.0
Whirlpool,648.0,B,Double Door,Smart Connectivity,White,Glass,6.0,Germany,1465.0,461.0
Electrolux,104.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,Germany,231.0,461.0
Electrolux,201.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,5.0,China,1899.0,431.5
Panasonic,456.0,A++,Side-by-Side,Water Dispenser,Silver,Stainless Steel,7.0,China,1289.0,469.0
Electrolux,472.0,A,Single Door,Water Dispenser,Silver,Plastic,5.0,USA,504.0,458.0
LG,133.0,A+,Double Door,Water Dispenser,White,Plastic,5.0,USA,365.0,453.0
GE,712.0,B,Double Door,Smart Connectivity,White,Stainless Steel,3.0,Germany,686.0,471.0
Samsung,484.0,A+,Double Door,Smart Connectivity,Silver,Glass,6.0,India,1930.0,458.0
LG,487.0,B,Double Door,Smart Connectivity,White,Plastic,8.0,Germany,360.0,431.0
Samsung,455.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,USA,625.0,440.0
Whirlpool,586.0,A,Single Door,Smart Connectivity,Black,Plastic,5.0,Germany,1987.0,457.5
Frigidaire,112.0,A,Side-by-Side,Water Dispenser,Black,Glass,4.0,China,1869.0,440.5
Electrolux,608.0,B,Single Door,Water Dispenser,White,Plastic,1.0,Germany,1800.0,431.5
Samsung,610.0,A,Side-by-Side,Smart Connectivity,White,Plastic,8.0,USA,935.0,440.0
GE,226.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,9.0,India,536.0,447.0
Frigidaire,451.0,A+,Single Door,Ice Dispenser,White,Stainless Steel,4.0,USA,1741.0,446.5
Bosch,699.0,A+,Double Door,Ice Dispenser,Silver,Stainless Steel,2.0,USA,1368.0,446.5
Panasonic,499.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,India,729.0,430.0
Frigidaire,737.0,B,Double Door,Smart Connectivity,Black,Plastic,5.0,China,1109.0,429.5
Panasonic,132.0,A+,Single Door,Smart Connectivity,Black,Plastic,3.0,Germany,1320.0,430.0
LG,324.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,China,709.0,431.0
Whirlpool,726.0,A++,Single Door,Smart Connectivity,Silver,Glass,7.0,India,490.0,416.5
Siemens,356.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,6.0,USA,429.0,469.0
Frigidaire,451.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,3.0,Germany,623.0,446.5
Bosch,764.0,A++,Side-by-Side,Ice Dispenser,White,Glass,6.0,USA,658.0,441.5
LG,563.0,A,Double Door,Smart Connectivity,White,Stainless Steel,7.0,USA,671.0,458.0
LG,589.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,8.0,USA,1385.0,465.0
Frigidaire,436.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,2.0,USA,958.0,436.0
Bosch,181.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,China,1099.0,441.5
Electrolux,580.0,A+,Single Door,Smart Connectivity,Silver,Glass,5.0,USA,512.0,461.0
Bosch,349.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,2.0,India,374.0,446.5
Siemens,718.0,A+,Double Door,Smart Connectivity,Silver,Glass,3.0,USA,542.0,455.0
Samsung,666.0,B,Side-by-Side,Water Dispenser,White,Plastic,5.0,USA,332.0,447.0
Frigidaire,100.0,B,Double Door,Ice Dispenser,White,Plastic,9.0,USA,802.0,429.5
Whirlpool,722.0,A,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,3.0,China,1772.0,457.5
Haier,669.0,A,Side-by-Side,Ice Dispenser,Gray,Plastic,2.0,China,1718.0,469.0
Br@ndX,469.0,B,Single Door,Smart Connectivity,Silver,Plastic,1.0,Germany,1695.0,487.0
GE,356.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,8.0,India,1934.0,447.0
GE,156.0,A,Double Door,Smart Connectivity,Black,Glass,3.0,USA,1908.0,447.0
Electrolux,276.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,Germany,1236.0,431.5
GE,278.0,B,Side-by-Side,Smart Connectivity,Black,Glass,1.0,China,1048.0,471.0
Bosch,153.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,2.0,Germany,1271.0,434.5
LG,733.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,8.0,Germany,1765.0,458.0
Whirlpool,451.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,5.0,China,1779.0,479.0
Samsung,528.0,A,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,3.0,USA,990.0,440.0
GE,403.0,A+,Single Door,Smart Connectivity,Black,Plastic,1.0,China,433.0,403.0
Panasonic,626.0,A,Single Door,Smart Connectivity,Black,Glass,2.0,USA,798.0,463.0
Siemens,318.0,A,Side-by-Side,Ice Dispenser,Silver,Plastic,1.0,USA,1797.0,476.0
Samsung,686.0,A+,Double Door,Water Dispenser,Silver,Plastic,3.0,Germany,1289.0,458.0
Panasonic,583.0,A,Double Door,Ice Dispenser,Silver,Plastic,1.0,China,1705.0,463.0
Panasonic,451.0,B,Double Door,Water Dispenser,Black,Stainless Steel,7.0,Germany,1999.0,466.0
LG,451.0,B,Single Door,Smart Connectivity,Gray,Stainless Steel,7.0,Germany,1300.0,431.0
Siemens,103.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,3.0,India,643.0,455.0
Bosch,157.0,A+,Double Door,Ice Dispenser,Silver,Stainless Steel,4.0,India,1184.0,446.5
Bosch,605.0,A,Side-by-Side,Water Dispenser,White,Glass,8.0,USA,1008.0,424.0
Bosch,235.0,B,Single Door,Smart Connectivity,Black,Plastic,3.0,India,1089.0,434.5
LG,610.0,A++,Double Door,Ice Dispenser,Silver,Glass,6.0,USA,1658.0,465.0
LG,672.0,B,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,Germany,822.0,431.0
Bosch,451.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,5.0,China,1959.0,424.0
GE,136.0,B,Single Door,Smart Connectivity,Silver,Plastic,1.0,USA,523.0,471.0
Haier,558.0,A,Double Door,Smart Connectivity,Gray,Plastic,8.0,Germany,1020.0,469.0
Electrolux,490.0,A+,Single Door,Water Dispenser,Black,Glass,3.0,China,1593.0,461.0
Haier,209.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,5.0,USA,415.0,440.0
GE,603.0,B,Side-by-Side,Ice Dispenser,White,Glass,8.0,USA,846.0,471.0
LG,552.0,A,Double Door,Smart Connectivity,Silver,Plastic,5.0,Germany,1326.0,458.0
Siemens,399.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,Germany,937.0,469.0
LG,714.0,A++,Double Door,Smart Connectivity,White,Plastic,1.0,Germany,891.0,465.0
Samsung,318.0,B,Double Door,Ice Dispenser,Gray,Stainless Steel,5.0,India,1892.0,447.0
LG,205.0,A++,Single Door,Water Dispenser,Silver,Glass,3.0,China,1089.0,465.0
Frigidaire,348.0,B,Single Door,Smart Connectivity,Gray,Plastic,6.0,Germany,707.0,429.5
Frigidaire,182.0,B,Double Door,Water Dispenser,White,Glass,2.0,India,1726.0,429.5
Samsung,312.0,B,Side-by-Side,Ice Dispenser,Black,Glass,2.0,China,1082.0,447.0
Electrolux,392.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,Germany,1828.0,458.0
Bosch,342.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,4.0,Germany,1912.0,441.5
Siemens,299.0,A++,Single Door,Ice Dispenser,Black,Glass,4.0,USA,986.0,469.0
Siemens,393.0,A++,Single Door,Smart Connectivity,Black,Glass,8.0,India,1561.0,469.0
Electrolux,354.0,A+,Single Door,Smart Connectivity,Gray,Plastic,5.0,USA,1009.0,461.0
Siemens,174.0,A+,Double Door,Smart Connectivity,Black,Plastic,8.0,India,1776.0,455.0
Electrolux,256.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,8.0,USA,1467.0,461.0
LG,661.0,B,Single Door,Smart Connectivity,White,Stainless Steel,8.0,USA,372.0,431.0
Whirlpool,424.0,A++,Side-by-Side,Smart Connectivity,Black,Plastic,9.0,China,1841.0,416.5
GE,196.0,A+,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,Germany,560.0,403.0
Frigidaire,232.0,B,Single Door,Ice Dispenser,Black,Glass,8.0,India,1822.0,429.5
GE,394.0,A+,Double Door,Ice Dispenser,White,Glass,5.0,China,1018.0,403.0
Whirlpool,251.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,6.0,USA,521.0,479.0
Samsung,571.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,5.0,China,729.0,447.0
Siemens,301.0,B,Double Door,Ice Dispenser,Black,Plastic,1.0,USA,1916.0,450.5
Panasonic,546.0,B,Double Door,Smart Connectivity,Silver,Plastic,6.0,Germany,1727.0,466.0
GE,218.0,A++,Double Door,Smart Connectivity,Silver,Glass,5.0,Germany,1317.0,446.0
Samsung,451.0,B,Single Door,Smart Connectivity,White,Stainless Steel,8.0,Germany,940.0,447.0
GE,785.0,A,Double Door,Smart Connectivity,White,Glass,5.0,China,1295.0,447.0
Frigidaire,142.0,A+,Side-by-Side,Ice Dispenser,White,Plastic,8.0,India,395.0,446.5
Bosch,767.0,A+,Single Door,Ice Dispenser,Silver,Glass,1.0,India,1387.0,446.5
GE,363.0,A+,Single Door,Ice Dispenser,Gray,Plastic,6.0,Germany,1186.0,403.0
Bosch,295.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,9.0,India,1099.0,441.5
Panasonic,157.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,5.0,India,715.0,469.0
Haier,609.0,B,Single Door,Smart Connectivity,Gray,Glass,6.0,USA,286.0,440.0
Panasonic,471.0,A++,Single Door,Smart Connectivity,Gray,Glass,5.0,USA,676.0,469.0
Frigidaire,529.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,7.0,China,756.0,429.5
Electrolux,616.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,India,877.0,458.0
Whirlpool,416.0,A,Double Door,Smart Connectivity,White,Plastic,5.0,Germany,572.0,457.5
Electrolux,782.0,B,Side-by-Side,Smart Connectivity,White,Glass,2.0,India,1161.0,431.5
Electrolux,729.0,A++,Double Door,Ice Dispenser,Black,Glass,5.0,USA,1094.0,431.0
Panasonic,349.0,A+,Single Door,Smart Connectivity,Gray,Glass,7.0,USA,1920.0,430.0
LG,451.0,A++,Side-by-Side,Ice Dispenser,Black,Plastic,3.0,India,301.0,465.0
GE,710.0,A+,Double Door,Water Dispenser,Silver,Stainless Steel,5.0,USA,1778.0,403.0
Frigidaire,568.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,Germany,906.0,436.0
Frigidaire,234.0,A,Single Door,Smart Connectivity,White,Stainless Steel,1.0,USA,1917.0,440.5
GE,538.0,A+,Double Door,Smart Connectivity,White,Plastic,9.0,India,1301.0,403.0
Bosch,258.0,B,Single Door,Smart Connectivity,Silver,Glass,8.0,India,744.0,434.5
Whirlpool,604.0,B,Single Door,Smart Connectivity,Silver,Plastic,9.0,India,488.0,461.0
Bosch,371.0,A++,Single Door,Ice Dispenser,Silver,Glass,9.0,USA,414.0,441.5
Samsung,451.0,A+,Side-by-Side,Water Dispenser,Black,Plastic,7.0,USA,476.0,458.0
LG,589.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,8.0,India,1164.0,453.0
